Lex_Function	Keyword	Value
Labreal12	sort	tirer
A1	sortir	au pas de la porte
QSyn	sot	bécasse
QSyn	sot	niais

QSyn	sot	nunuche

Oper1	souci	se faire 
QSyn	souci	tintouin
QSyn	souci	tracas
V0	souci	_se faire des cheveux_
FinOper1	souffle	perdre 
Oper1	souffle	prendre 
V0	souffle	souffler
Sloc	souffleur	fosse 
Oper1	souffrance	endurer 
Magn	souffrir	atrocement
Magn	souffrir	cruellement
Magn	souhaiter	ardemment
Magn	souhaiter	de tout [...] cœur
Magn	souhaiter	de tout cœur
Magn	souhaiter	fortement
Magn	soûl	bourré
Magn	soûl	bourré
Magn	soûl	comme un Polonais
Magn	soûl	comme une barrique/comme une bourrique
Magn	soûl	comme une grive
Syn	soûl	ivre
Syn	soûl	rond
CausFunc1	soulagement	apporter 
CausFunc1	soulagement	donner 
CausOper1	soulagement	ôter un (grand) poids de la poitrine
CausOper1	soulagement	enléver <ôter, tirer> une épine du pied
CausOper1	soulagement	soulager 
IncepOper1	soulagement	voilà debarassé d’un (grand) fardeau
IncepOper1	soulagement	avoir le cœur (plus) léger
IncepOper1	soulagement	Un grand <gros> fardeau <poids>  est tombé de [...] épaules 
IncepOper1	soulagement	Un grand poids vient de […] être rétiré de [...] épaules
Magn	soulagement	grand
Magn	soulagement	gros
Magn	soulager	débarrasser [...] d’un grand poids
Magn	soulager	d’un grand poids
QSyn	soulager	ôter un poids de la conscience
Magn	soulever	comme une plume
A1	soupçon	soupçonneux 
A2	soupçon	suspect
Adv1	soupçon	avec méfiance
AntiVer	soupçon	sans fondement
Func2	soupçon	pèse 
Func2	soupçon	porte 
IncepFunc0	soupçon	naît
IncepOper1	soupçon	concevoir 
LiquFunc0	soupçon	calmer 
LiquFunc0	soupçon	chasser 
LiquFunc0	soupçon	dissiper 
LiquFunc0	soupçon	écarter 
LiquFunc0	soupçon	éliminer 
Oper1	soupçon	entretenir 
Oper1	soupçon	nourrir 
V0	soupçon	soupçonner
Ver	soupçon	bien fondé
Ver	soupçon	justifié
Magn	soupçonné	fortement
QSyn	soupçonner	sentir le soufre
S0	soupçonner	soupçon
Magn	soupir	comme un pet de baudet
CausFunc1	soupir	arracher 
Magn	soupir	énorme
Magn	soupir	grand
Magn	soupir	long
Oper1	soupir	émettre 
Oper1	soupir	lâcher 
Oper1	soupir	pousser 
Son	soupir	Ouf!
Magn	soupirer	à en rendre âme
Magn	soupirer	profondément
Magn	souple	comme un gant
Bon	source	inestimable
Magn	source	inépuisable
Magn	source	majeure
Oper1	source	prendre 
Oper1	source	provenir 
Oper2	source	être 
Oper2	source	émaner 
Real3	source	puiser 
Syn	source	origine
Magn	sourcils	broussailleux
Magn	sourcils	fournis
Magn	sourd	comme un pot
V0	sourd	_avoir les portugaises ensablées_
AntiMagn	sourire	léger
AntiMagn	sourire	vague
Magn	sourire	(fendu) jusqu'aux oreilles
Magn	sourire	éclatant
Magn	sourire	grand
Magn	sourire	large
Magn	sourire	radieux
Magn	sourire	de toutes [...]  dents
Oper1	sourire	avoir 
Oper1	sourire	faire 
IncepOper1	sous la coupe	tomber 
Oper1	sous les drapeaux	être 
A1	soutien	en 
Magn	soutien	indéflectible
Magn	soutien	plein
Magn	soutien	sans bornes
Magn	soutien	grand
Oper1	soutien	accorder 
Oper1	soutien	apporter 
Oper2	soutien	avoir 
Oper2	soutien	bénéficier 
Oper2	soutien	jouir 
V0	soutien	soutenir 
AntiMagn	souvenir	vague
Bon	souvenir	bon
Bon	souvenir	ému
ContOper1	souvenir	conserver 
ContOper1	souvenir	garder 
Magn	souvenir	clair
Magn	souvenir	inoubliable
Anti	souvenir, se	oublier
AntiVer	souvenir, se	vaguement
Syn	souvenir, se	rappeler, se
Ver	souvenir, se	_comme si c’était hier_
Ver	souvenir, se	bien
Ver	souvenir, se	bien
Ver	souvenir, se	clairement
Ver	souvenir, se	parfaitement
Oper1	spectacle	donner 
QSyn	spectateur	badaud
Oper1	spéculations	se livrer 
Locin	stade	à 
Oper1	stade	se trouver 
Magn	standard	stricte
Real2	standard	respecter 
IncepOper1	statut	prendre 
Syn	stérile	oiseux
QSyn	stimuler	doper
AntiReal1	store	remonter 
Real1	store	baisser 
A1	stress	stressé
A2	stress	stressant
Adv1	stress	sous 
V0	stress	se stresser
A1	stupeur	frappé 
CausOper1	stupeur	frapper 
Magn	stupide	_comme une oie_
S1	stupide	cruche
S1	stupide	nouille 
A1	style	dans 
Ver	style	châtié
Magn	subir
	de plein fouet
Oper2	subside	recevoir 
Magn	succès	littéraire bœuf 
A1	succès	à 
Adv1	succès	avec 
Anti	succès	échec
Anti	succès	flop
Caus1Oper1	succès	se tailler 
CausFunc1	succès	valoir 
Magn	succès	tabac 
Magn	succès	brillant
Magn	succès	éclatant
Magn	succès	fulgurant
Magn	succès	retentissant
Magn	succès	énorme
Magn	succès	fou
Magn	succès	foudroyant
Magn	succès	immense
Magn	succès	monstre
Magn	succès	phénoménal
Magn	succès	sensationnel
Magn	succès	triomphal
Magn	succès	considérable
Magn	succès	franc
Magn	succès	grand
Magn	succès	joli
Magn	succès	vif
Oper1	succès	avoir 
Oper1	succès	connaître 
Oper1	succès	obtenir 
Oper1	succès	recevoir 
Oper1	succès	remporter 
Oper1	succès	rencontrer 
QSyn	succès	réussite
Sing	sucre	morceau 
S1	sucré	_bec sucré_
A0	sud	méridional
Magn	suer	à grosses gouttes
Magn	suer	abondamment
Func0	sueur	perle sur le front
V0	sueur	suer
Magn	suffire	amplement
Magn	suffire	copieusement
Magn	suffire	fortement
Magn	suffire	largement
Magn	suffisant	amplement
Magn	suffisant	largement
Pred	suffisant	on n’a que 
Oper2	suffrage	recueillir 
Oper1	suite	faire 
Oper2	suite	avoir 
Magn	suivre	comme [….] ombre
Magn	suivre	de près
Magn	sujet	à la mode
Magn	sujet	brûlant
Magn	superstition	indécrotable
Labor12	supplice	soumettre 
Magn	supplice	cruel
Oper2	supplice	subir 
Oper1	support	accorder 
V0	support	supporter 
AntiVer	supposition	gratuite
Oper1	supposition	émettre 
Oper1	suprématie	detenir 
Oper1	suprématie	exercer 
Magn	sûr	à 100 pourcent
Magn	sûr	et certain
IncepOper1	surnom	gagner 
Magn	surpris	époustouflé
CausFunc1	surprise	réserver 
Magn	surprise	extrême
Magn	surprise	vive
Magn	surveillance	étroite
Magn	surveillance	haute
Oper1	surveillance	exercer 
Oper2	surveillance	être l'objet 
Magn	surveiller	de près
Magn	surveiller	étroitement
S0	survivre	survie
S1	survivre	survivant
Oper1	sympathies	offrir 
QSyn	synécure	prébende
Magn	tabac	fort
Oper1	tabac	avoir 
Oper1	tabac	faire 
Real2	table d’opération	passer 
AntiBon	tableau	croûte
AntiBon	tableau	navet
Caus1Func0	tableau	peindre 
Caus1Func0	tableau	brosser 
AntiReal2	tabou	briser 
AntiReal2	tabou	casser 
AntiReal2	tabou	enfreindre 
LiquFunc0	tabou	lever 
CausFunc1	tache	tacher 
CausFunc1	tache	faire 
Magn	tache	rebelle
AntiReal1	tâche	échouer 
Func2	tâche	incombe 
Func2	tâche	revient 
Magn	tâche	casse-tête
Magn	tâche	titanesque
Magn	tâche	ardue
Magn	tâche	lourde
Magn	tâche	rude
Real2	tâche	accomplir 
Real2	tâche	exécuter 
Anti	taciturne	loquace
AntiMagn	taille	faible
AntiMagn	taille	de guêpe
QSyn	tailler	écharper
A1	taire, se	silencieux
S0	taire, se	mutisme
S0	taire, se	silence
Magn	talent	exceptionnel
Oper1	taloche	assener 
Oper1	taloche	flanquer 
Real1	tambour	battre 
Son	tambour	bat
Oper1	tampon	mettre 
Syn	tank	char (d’assaut)
Syn	tante	tantine
Syn	tante	tata
Magn	tapage	effroyable
Magn	tapage	infernal
Oper1	tapage	faire 
Magn	taper	à bras raccourci 
QSyn	taquiner	chambrer
Syn	taudis	galetas
Real1	taupe	faire 
AntiMagn	taux	faible
Magn	taux	élevé
Magn	taux	fort
Real1	taxes	percevoir 
Func2	technique	s’applique 
Real1	téléphone	être en communication
Real1	téléphone	être 
Real1	téléphone	parler 
Syn	téléski	remonte-pentes


Syn	téléski	tire-fesses


Oper1	témoignage	porter 
Ver	témoignage	digne de foi
S0	témoigner	témoignage
S1	témoigner	témoin
Ver	témoin	_digne de foi_
Magn	température	élevée
Magn	température	haute
Magn	température	haute
Anti	tempête	bonace
Func2	tempête	frappe 
Func2	tempête	s’abat 
IncepFunc0	tempête	se déclare
Magn	tempête	effroyable
Magn	tempête	violente
Oper2	tempête	être pris 
Son	tempête	hurler
AntiBon	temps	gros
AntiBon	temps	_à ne pas mettre un chat dehors_
AntiBon	temps	_à ne pas mettre un chien dehors_
AntiBon	temps	couvert
AntiBon	temps	de chien
AntiBon	temps	de cochon
AntiBon	temps	exécrable
AntiBon	temps	lourd
AntiBon	temps	maussade
AntiBon	temps	mauvais
AntiBon	temps	moche
AntiBon	temps	pourri
AntiBon	temps	sale
Bon	temps	beau
Bon	temps	ensoleillé
Bon	temps	radieux
Func0	temps	file
Func0	temps	passe
Func0	temps	s’écoule
Magn	temps	grand
Oper1	temps	avoir 
AntiReal1	temptation	résister 
AntiBon	tendance	fâcheuse
AntiMagn	tendance	faible
ContOper1	tendance	poursuivre 
IncepFunc1	tendance	se révèle 
IncepOper1	tendance	amorcer 
Magn	tendance	forte
Magn	tendance	marquée
Magn	tendance	soutenue
Oper1	tendance	avoir 
Real1	tendance	manifester 
Magn	tendresse	grande
Oper1	tendresse	ressentir 
Magn	tenir	mordicus
Magn	tenir compte	scrupuleusement
S1	tennis	tennisman
Sinstr	tension	tensiomètre
AntiMagn	tension	basse
Func0	tension	règne
Magn	tension	haute
Magn	tension	haute
Magn	tension	grande
Magn	tension	vive
AntiReal1	tentation	résister 
Labor12	tentation	induire 
Real2	tentation	céder 
AntiMagn	tentative	flottante
AntiBon	tentative	maladroite
AntiMagn	tentative	chancelante
AntiMagn	tentative	peureuse
AntiMagn	tentative	timide
AntiVer	tentative	infructueuse
AntiVer	tentative	vaine
Fact0	tentative	réussit
Oper1	tentative	faire 
S0	tenter	tentation
Func2	terme	s’applique 
Oper1	terme	arriver 
Oper1	terme	mettre 
V0	terme	terminer 
Magn	termes	énergiques
Magn	termes	fermes
Magn	termes	vifs
Magn	termes	vigoureux
CausFunc1	terreur	semer 
Func2	terreur	règne 
IncepFunc1	terreur	s'empare 
Labor12	terreur	glacer 
Magn	terreur	démente
Syn	terriblement	en diable
Labor12	test	soumettre 
Oper1	test	administrer 
Oper1	test	faire 
Oper1	test	pratiquer 
Oper1	test	réaliser 
Syn	testicules	_bijoux de famille_
Syn	testicules	burettes
Syn	testicules	burnes
Syn	testicules	roubignolles
Syn	testicules	roupettes
Syn	testicules	valseuses
AntiVer	tête	comme un compteur à gaz
Real1	tête	faire oui 
Magn	têtu	comme un mulet
Magn	têtu	comme une bourrique
Magn	têtu	comme une mule
S1	têtu	_tête de cochon_
S1	têtu	_tête de lard_
AntiBon	texte	bouillie pour les chats

IncepFunc0	texte	paraître

AntiMagn	thé	léger
Magn	thé	fort
Magn	thé	fort
S2	théâtre	pièce 
S2	théâtre	spectacle
Labor12	thème	avoir 
Magn	thème	brûlant
AntiReal2	théorie	infirmer 
Func2	théorie	vouloir 
Real2	théorie	confirmer 
Func2	thermomètre	marque
Fact0	thèse	se confirme
IncepReal1	thèse	épouser 
QSyn	tigre	fauve
Son	tigre	feuler
Son	tigre	rugir
Real1	timbre	apposer 
Syn	timide	emprunté
Magn	tintamarre	d’enfer
Oper1	tintamarre	faire 
AntiVer	tir	imprécis
Oper2	tir	essuyer 
Real2	tir	être touché 
Ver	tir	précis
AntiReal1	tirer	rater 
Magn	tirer	canarder 
Real1	tirer	atteindre 
Real1	tirer	toucher 
S0	tirer	tir
S1	tirer	tireur
S2	tirer	cible
Syn	tirer	faire feu
Magn	tirer, se	comme une fleur
Fact2	tirs	s’abbatent 
IncepOper1	tirs	déclencher 
Caus1Oper1	titre	conquérir 
CausFunc1	titre	conférer 
Oper1	titre	porter 
Oper1	toast	porter 
Oper1	toilette	accomplir 
Real1	toilette	_tirer la chasse_
CausFunc0	tollé	déclencher 
CausFunc0	tollé	soulever 
A1	tomber	en chute
Magn	tomber	_comme une masse_
Magn	tomber	_les quatre fers en l’air_
Magn	tomber	violemment
QSyn	tomber	chuter
QSyn	tomber	dévisser
S0	tomber	chute
Syn	tomber	_ramasser une pelle_
Syn	tomber	_se prendre une pelle_
QSyn	tomber	verser 
IncepReal1	ton	adopter 
IncepReal1	ton	prendre 
Syn	tonne	masse
Syn	tonne	paquet
Syn	tonne	tas
Sing	tonnerre	coup 
Son	tonnerre	gronde
Son	tonnerre	retentit
Oper1	tort	faire 
Anti	tort	raison
Caus1Oper1	tort	se mettre 
Magn	tort	grand
Oper1	tort	causer 
Oper1	tort	avoir 
Real2	torture	céder 
Labor12	torture	soumettre 
Oper1	torture	avoir recours 
S1	torture	tortionnaire
V0	torture	torturer
Anti	tôt	tard
Magn	tôt	_au petit jour_
Magn	tôt	_aux aurores_
Magn	tôt	_aux petites heures_ (du matin)
Magn	tôt	_dès potron-minet_
Syn	tôt	_de bonne heure_
Magn	tôt 	_avec les poules_
CausFunc0	total	dresser 
Magn	toucher	gravement
Magn	toucher	profondement
Magn	toucher	violemment
Magn	toucher	_de plein fouet_
Magn	toucher	_en plein dans le mille_
Magn	toucher	beaucoup
AntiBon	tour	pendable
AntiBon	tour	mauvais
AntiBon	tour	méchant
AntiReal1	tour	sauter 
Oper1	tour	jouer 
Oper1	tour d’horizon	faire 
AntiReal1	tournant	rater 
Func1	tournée	mène 
IncepOper1	tournée	entreprendre 
IncepOper1	tournée	partir 
Oper1	tournée	effectuer 
Oper1	tournée	faire 
Magn	tourner	comme un toton
AntiMagn	tourner	_au ralenti_
Magn	tourner	_à plein régime_
S0	tout	ensemble
A1	toux	pris 
Magn	toux	tenace
Sing	toux	quinte
Magn	trace	profonde
Oper2	trace	porter 
AntiReal1	tradition	délaisser 
AntiReal1	tradition	rompre 
Real1	tradition	maintenir 
Magn	trafic	intense
CausOper1	tragédie	plonger 
Sloc	tragédie	théâtre 
Fact0	train	circule
QSyn	train	convoi de marchandises
Real2	train	voyager 
Bon	traitement	comfortable
Labreal12	traitement	guerir 
Oper1	traitement	réserver 
Oper1	traitement	appliquer 
Oper2	traitement	prendre 
Oper2	traitement	recevoir 
Oper2	traitement	subir 
Oper2	traitement	suivre 
Ver	traitement	efficace
AntiReal1	trajectoire	s’égarer 
Real1	trajectoire	suivre 
Son	tramway	brinquebaler
Magn	transformation	profonde
Magn	transformation	radicale
CausFunc0	traumatisme	provoquer 
S2	traumatisme	victime 
Bon	travail	consciencieux
Bon	travail	minucieux
IncepOper1	travail	se mettre 
Magn	travail	acharné
Magn	travail	de foux
Magn	travail	de moines
Magn	travail	de titan
Magn	travail	endurant
Magn	travail	entêté
Magn	travail	opiniâtre
Magn	travail	patient
Magn	travail	persévérant
Magn	travail	persistant
Magn	travail	soutenu
Magn	travail	zélé
Oper1	travail	effectuer 
Oper1	travail	exécuter 
Oper1	travail	faire 
Oper1	travail	mener 
A1	travail	en 
FinOper1	travail	perdre 
Oper1	travail	avoir 
Magn	travailler	_suer sang et eau_
Magn	travailler	comme un forcéné
Magn	travailler	d’arrache-pied
Magn	travailler	avec acharnement
Magn	travailler	comme un fou
Magn	travailler	comme un malade
Magn	travailler	comme un Nègre
Magn	travailler	fort
QSyn	travailler	besogner
QSyn	travailler	bosser
QSyn	travailler	plancher
QSyn	travailler	trimer
Magn	travailleur	infatigable
AntiBon	traversée	fatiguante
Bon	traversée	excellente
Bon	traversée	heureuse
Func0	tremblement de terre	frappe (
Func1	tremblement de terre	touche 
Magn	tremblement de terre	violent
Sing	tremblement de terre	secousse
Syn	tremblement de terre	séisme
Magn	trembler	comme une feuille
AntiMagn	trembler	légèrement
Oper1	trempe	filer 
Oper1	trempe	foutre 
Magn	trempé	comme un canard
Magn	trempé	comme une soupe
Magn	trempé	jusqu’aux os
Syn	très	_de loin_
Syn	très	_en diable_
Syn	très	_plus Adj tu meurs !_
Syn	très	terriblement
Syn	très	vachement
Magn	trésor	fabuleux
CausFunc0	trêve	instaurer 
Syn	trêve	cessez-le-feu
Syn	trêve	accalmie
Oper1	tri	faire 
CausFunc0	tribunal	instaurer 
Oper1	tribut	verser 
Magn	trier	_sur le volet_
Oper1	triomphe	remporter 
Magn	triste	_à porter le diable en terre_
Magn	triste	_comme un bonnet de nuit_
Magn	triste	_comme une porte de prison_
Magn	triste	comme les pierres
Magn	triste	_comme un jour sans pain_
Magn	triste	à mourir
Magn	triste	à pleurer
Magn	triste	comme la mort
Magn	triste	_comme un lendemain de fête_
IncepFunc1	tristesse	s’empare 
Magn	tristesse	infinie
Magn	tristesse	profonde
Syn	trompé	dupé
Syn	trompé	floué
A2	tromper	dupe
Adv1	tromper	trompeusement
Magn	tromper	_rouler dans la farine_
Syn	tromper	_donner le change_ 
Syn	tromper	abuser
Syn	tromper	duper
Syn	tromper	rouler
Magn	tromper, se	_se mettre le doigt dans l’œil_
Magn	tromper, se	_du tout au tout__
Magn	tromper, se	complètement
Magn	tromper, se	grossièrement
Magn	tromper, se	magistralement
Magn	tromper, se	royalement
S0	tromper, se	erreur 
Syn	tromper, se	_faire fausse route_
Syn	tromper, se	gourer, se
Syn	tromper, se	planter, se
IncepReal1	trône	monter 
Anti	trop	pas assez 
Syn	trop	avoir 
Syn	trop	souper 
A1	trou	percé 
LiquFunc0	trou	boucher 
LiquFunc0	trou	fermer 
Oper1	trou	avoir 
Oper1	trou	avoir 
CausFunc1	trouble	jeter 
CausOper1	trouble	jeter 
CausOper1	trouble	plonger 
IncepFunc0	trouble	éclater
Magn	trouble	grand
Magn	trouble	grave
Magn	troublé	profondément
A1	trouble	atteint 
Oper1	trouble	présenter 
S1	trouble	victime 
CausFunc0	troubles	fomenter 
Syn	trouver	dégoter
QSyn	tuer	flinguer
S1	tuer	tueur à gages
Syn	tuer	_envoyer ad patres_
Syn	tuer	_faire la peau_ 
Syn	tuer	décimer
Syn	tuer	descendre
Syn	tuer	liquider
Syn	tuer	rectifier
Syn	tuer	réfroidir
Syn	tuer	trucider
S1	tuerie	auteur 
Syn	tungstène	wolfram
Locin	tutelle	sous 
Oper2	tuyau	tenir 
A1	type	de 
IncepOper1	ulcère	attraper 
Real2	ultimatum	obéir 
Real2	ultimatum	obtempérer 
AntiReal2	ultimatum	refuser 
AntiReal2	ultimatum	rejeter 
AntiReal2	ultimatum	repousser 
Oper1	ultimatum	adresser 
Oper1	ultimatum	donner 
Oper1	ultimatum	envoyer 
Oper1	ultimatum	lancer 
Oper1	ultimatum	présenter 
Oper1	ultimatum	signifier 
Oper2	ultimatum	recevoir 
Real2	ultimatum	accepter 
Real2	ultimatum	céder 
Oper1	un pavé dans la mare	envoyer 
Oper1	un pavé dans la mare	jeter 
Oper1	un pavé dans la mare	lancer 
A1	unanimité	unanime 
Adv1	unanimité	à 
Func0	unanimité	il y a 
Oper2	unanimité	faire 
QSyn	unanimité	consensus
Oper2	unanimité	enlever 
Oper2	unanimité	obtenir 
Oper2	unanimité	réaliser 
Oper2	unanimité	recueillir 
Magn	uni	solidement
Real1	uniforme	porter 
Magn	unité	granitique
S0	urgent	urgence
Real1	urine	evacuer 
S0	uriner	_petite commisssion_
S2	uriner	urine
Sloc	uriner	toilette
Syn	uriner	faire pipi
Syn	uriner	pisser
Magn	usage	ample
Magn	usage	courant
Oper1	usage	faire 
Ver	usage	consacré
Magn	usé	jusqu’à la corde
QSyn	usé	fruste
S0	user	usage
Anti	utile	nocif
Oper1	utilisation	faire 
S0	utiliser	utilisation

Adv1	utiliser	à l’aide 
Adv1	utiliser	moyennant 
A1	utilité	d’
A1	utilité	utile
Magn	utilité	grande
Oper1	utilité	avoir 
Oper1	utilité	posséder 
Bon	vacances	agréables
Caus1Oper1	vacances	prendre 
Func0	vacances	s’écoulent
Func0	vacances	se déroulent
Func0	vacances	se passent
Oper1	vacances	être 
Oper1	vacances	passer 
Sloc	vacances	station balnéaire
Sloc	vacances	station termale
Sloc	vacances	ville d’eaux
Sloc	vacances	villégiature
Ver	vacances	réposantes
Magn	vacarme	_à réveiller un mort <les morts>_
QSyn	vacarme	raffut
QSyn	vacarme	tapage
Son	vache	beugle
Son	vache	meugle
Son	vache	mugit
QSyn	vague	flou
QSyn	vague	imprécis
QSyn	vague	incertain
Son	vague	clapoter
Magn	vague de fond	formidable
S0	vain	vanité
Syn	vain	infructueux
AntiMagn	vaincre	_être coiffé sur le poteau_
Syn	vaincre	sortir vainqueur des urnes
Syn	vaincre	mettre en déroute
Syn	vaincre	_ne faire qu’une bouchée_ 
Syn	vaincre	battre 
Syn	vaincre	s’imposer 
Syn	vaincre	_avoir raison_ 
IncepOper1	vainqueur	sortir 
Real1	vaisselle	faire 
A1	valeur	d’
AntiMagn	valeur	faible
IncepOper1	valeur	prendre 
Magn	valeur	grande
Magn	valeur	haute
Magn	valeur	profonde
Oper1	valeur	avoir 
S0	valide
	validité
Magn	validité	pleine
Oper1	validité	avoir 
Real1	valise	faire 
Syn	valise	valoche
QSyn	vanter, se	targuer, se
QSyn	vanter, se	_faire mousser_
QSyn	vanter, se	_se la jouer_
QSyn	vanter, se	frimer
Magn	varier	considérablement
Magn	varier	largement
S0	végétarien	végétarisme
Locin	véhicule	à bord 
Anti	veine	
Anti	veine	poisse
Oper1	veine	avoir 
QSyn	veine	chance
QSyn	vélo	cycle
QSyn	vélo	deux-roues
Syn	vélo	bécane
Syn	vélo	bicyclette
A2	vendre	en vente
AntiVer	vendre	à perte
S1	vendre	vendeur
S2	vendre	marchandise
Sloc	vendre	magasin
Sloc	vendre	marché
Magn	vendre, se	comme des petits pains chauds
Magn	vénération	grande
Oper1	vénération	avoir 
Oper1	vengeance	tirer 
Oper1	vengeance	couver 
AntiMagn	vent	doux
AntiMagn	vent	léger
IncepFunc0	vent	se lève
Magn	vent	_à décorner les bœufs_
Magn	vent	violent
Oper1	vent	émettre 
Oper1	vent	lâcher 
Son	vent	Prout!
Syn	vent	pet
Func1	vent de X	souffle 
A2	vente	en 
Magn	ventre	abdo Kronenburg
